Id,Client,Platform,Url,PlatformId,Text,ChannelName,ChannelHandle,PublishedDate,DiscoveredDate,DateLogged,Engagements,DateProcessed,Processed,UserDescription,UserProfileUrl,VisibleUntil,ScannerRelevanceFound,Source,BMProjectId,Language,Sentiment,Views,Likes,Favorites,Comments,Shares,Retweets,Reach,Followers,Following,ExtractLink
2714,W1LLH1LL,TWITTER,https://twitter.com/footyaccums/status/1434889261342466048,1434889261342466048,"New to William Hill today? 

1️⃣ Join William Hill
2️⃣ Bet £10 on any sport 
3️⃣ Get £40 in free bets

New customers claim here &gt;&gt;&gt;
https://t.co/4B60Mrtcvi

#Ad | New Customer Offer | 18+ | T&amp;Cs Apply | https://t.co/rGiIaLusaV https://t.co/3119nxqkV7",FootyAccums,FootyAccums,"2021-09-06 14:40:33","2021-09-06 15:59:55","2021-09-07 13:01:50",3,NULL,1,"#1 FREE football betting community bringing you news, previews, recommended bets & bookmakers! 18+ https://t.co/aNvyT221Pr | Please gamble responsibly.",https://t.co/HAwyk3dhlF,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0
2715,W1LLH1LL,TWITTER,https://twitter.com/oddschanger/status/1434848862208933889,1434848862208933889,"TODAY'S #YOURODDS BOOST!

⚡️ BOOSTED to 13/2 (was 5/1)!
📊 BEST PRICE on the market!
📝 EXCLUSIVE to William Hill!

Add this to your bet-slip HERE:
https://t.co/sCjvHL4xY9

18+ | T&amp;Cs Apply | https://t.co/7ZhTEgQqYT | Always Gamble Responsibly https://t.co/5PgvEYVNnd",Oddschanger,Oddschanger,"2021-09-06 12:00:01","2021-09-06 16:00:24","2021-09-07 13:01:50",1,NULL,1,"Oddschanger provides the very latest news, views and betting updates across a range of sports. 18+ https://t.co/H0vygPeuPj please gamble responsibly.",https://t.co/V0JgGkmUfj,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0
2716,W1LLH1LL,TWITTER,https://twitter.com/oddschanger/status/1434849612062498820,1434849612062498820,"All of our #YourOdds Boost’s are exclusive to William Hill! ☑️

1️⃣ Join William Hill via the link provided.
2️⃣ Bet £10 on our #YourOdds Boost.
3️⃣ Receive 4x £10 free bets!

CLAIM HERE:
https://t.co/BQJCRDKnmk

#Ad | New Customer Offer | 18+ | T&amp;Cs Apply | https://t.co/7ZhTEgQqYT https://t.co/AFdDR6Ne9j",Oddschanger,Oddschanger,"2021-09-06 12:03:00","2021-09-06 15:59:47","2021-09-07 13:01:51",0,NULL,1,"Oddschanger provides the very latest news, views and betting updates across a range of sports. 18+ https://t.co/H0vygPeuPj please gamble responsibly.",https://t.co/V0JgGkmUfj,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0
2717,W1LLH1LL,TWITTER,https://twitter.com/oddschanger/status/1434886605299453958,1434886605299453958,"TODAY'S #YOURODDS BOOST!

⚡️ BOOSTED to 13/2 (was 5/1)!
📊 BEST PRICE on the market!
📝 EXCLUSIVE to William Hill!

Add this to your bet-slip HERE:
https://t.co/sCjvHL4xY9

18+ | T&amp;Cs Apply | https://t.co/7ZhTEgQqYT | Always Gamble Responsibly https://t.co/8JgKZxtjIM",Oddschanger,Oddschanger,"2021-09-06 14:30:00","2021-09-06 15:59:59","2021-09-07 13:01:51",0,NULL,1,"Oddschanger provides the very latest news, views and betting updates across a range of sports. 18+ https://t.co/H0vygPeuPj please gamble responsibly.",https://t.co/V0JgGkmUfj,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0
2718,W1LLH1LL,TWITTER,https://twitter.com/oddschanger/status/1434890380114337800,1434890380114337800,"All of our #YourOdds Boost’s are exclusive to William Hill! ☑️

1️⃣ Join William Hill via the link provided.
2️⃣ Bet £10 on our #YourOdds Boost.
3️⃣ Receive 4x £10 free bets!

CLAIM HERE:
https://t.co/BQJCRDKnmk

#Ad | New Customer Offer | 18+ | T&amp;Cs Apply | https://t.co/7ZhTEgQqYT https://t.co/smmVVfNCdL",Oddschanger,Oddschanger,"2021-09-06 14:45:00","2021-09-06 15:59:57","2021-09-07 13:01:51",0,NULL,1,"Oddschanger provides the very latest news, views and betting updates across a range of sports. 18+ https://t.co/H0vygPeuPj please gamble responsibly.",https://t.co/V0JgGkmUfj,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0
2719,W1LLH1LL,TWITTER,https://twitter.com/oddschanger/status/1434901706161197061,1434901706161197061,"TODAY'S #YOURODDS BOOST!

⚡️ BOOSTED to 13/2 (was 5/1)!
📊 BEST PRICE on the market!
📝 EXCLUSIVE to William Hill!

Add this to your bet-slip HERE:
https://t.co/sCjvHL4xY9

18+ | T&amp;Cs Apply | https://t.co/7ZhTEgQqYT | Always Gamble Responsibly https://t.co/Alq16rbfLj",Oddschanger,Oddschanger,"2021-09-06 15:30:00","2021-09-06 15:59:56","2021-09-07 13:01:52",1,NULL,1,"Oddschanger provides the very latest news, views and betting updates across a range of sports. 18+ https://t.co/H0vygPeuPj please gamble responsibly.",https://t.co/V0JgGkmUfj,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0
2720,W1LLH1LL,TWITTER,https://twitter.com/oddschanger/status/1434902963072417793,1434902963072417793,"All of our #YourOdds Boost’s are exclusive to William Hill! ☑️

1️⃣ Join William Hill via the link provided.
2️⃣ Bet £10 on our #YourOdds Boost.
3️⃣ Receive 4x £10 free bets!

CLAIM HERE:
https://t.co/BQJCRDKnmk

#Ad | New Customer Offer | 18+ | T&amp;Cs Apply | https://t.co/7ZhTEgQqYT https://t.co/PlOFU1RX9A",Oddschanger,Oddschanger,"2021-09-06 15:35:00","2021-09-06 15:59:56","2021-09-07 13:01:53",0,NULL,1,"Oddschanger provides the very latest news, views and betting updates across a range of sports. 18+ https://t.co/H0vygPeuPj please gamble responsibly.",https://t.co/V0JgGkmUfj,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0
2721,W1LLH1LL,TWITTER,https://twitter.com/ggcouk/status/1434825452124790789,1434825452124790789,"🐴 DAILY DOUBLE 🐴

1st Leg - 3:30 Brighton

Add double to betslip ➡ https://t.co/tCJBC07q33 

Sign up to William Hill here to get £30 in free bets when you bet £10 👇

🌟 https://t.co/IF2Z0OsIK1 🌟

🔞 T&amp;C's Apply. BeGambleAware #Ad https://t.co/kPti8IBtK5",ggcouk,ggcouk,"2021-09-06 10:27:00","2021-09-06 16:00:10","2021-09-07 13:01:53",0,NULL,1,"The website for people who love horse racing. Cards & Results | Blogs | Alerts | (Followers must be 18+) Responsible Gambling: https://t.co/BsOADKQx4N",https://t.co/ZXtJs9HuDv,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0
2722,W1LLH1LL,TWITTER,https://twitter.com/ggcouk/status/1434870498928758786,1434870498928758786,"✅ £60 SIGN UP BONUS ✅

Sign up to William Hill here and place a £10 to receive £40 free bets PLUS a £20 casino bonus! 💰

💷 £40 in free bets
🎲 £20 casino bonus

£60 FREE BETS HERE ➡️ https://t.co/Vrkwo5Eyp9

*New Customer Offer*

🔞 T&amp;C's Apply. BeGambleAware #Ad https://t.co/qwsiwnwFtA",ggcouk,ggcouk,"2021-09-06 13:26:00","2021-09-06 16:00:00","2021-09-07 13:01:53",0,NULL,1,"The website for people who love horse racing. Cards & Results | Blogs | Alerts | (Followers must be 18+) Responsible Gambling: https://t.co/BsOADKQx4N",https://t.co/ZXtJs9HuDv,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0
2723,W1LLH1LL,TWITTER,https://twitter.com/ggcouk/status/1434876287231791114,1434876287231791114,"🏇 DARYL'S BEST BET 🏇

@DarylCarter7 best bet has a superb record when returning from a break 💪

Add to betslip ➡ https://t.co/9yVoYdS32q

New William Hill customers get £30 in free bets when you bet £10 ➡ https://t.co/IF2Z0Ob7lr 

🔞 T&amp;C's Apply. BeGambleAware #Ad https://t.co/9NrQSizoDP",ggcouk,ggcouk,"2021-09-06 13:49:00","2021-09-06 15:59:53","2021-09-07 13:01:54",0,NULL,1,"The website for people who love horse racing. Cards & Results | Blogs | Alerts | (Followers must be 18+) Responsible Gambling: https://t.co/BsOADKQx4N",https://t.co/ZXtJs9HuDv,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0
2724,W1LLH1LL,TWITTER,https://twitter.com/ggcouk/status/1434883081933053952,1434883081933053952,"🐴 DAILY DOUBLE STARTS SOON 🐴

1st Leg - 3:30 Brighton

Add double to betslip ➡ https://t.co/tCJBC07q33 

Sign up to William Hill here to get £30 in free bets when you bet £10 👇

🌟 https://t.co/IF2Z0OsIK1 🌟

🔞 T&amp;C's Apply. BeGambleAware #Ad https://t.co/o9WHzI86iL",ggcouk,ggcouk,"2021-09-06 14:16:00","2021-09-06 15:59:45","2021-09-07 13:01:54",0,NULL,1,"The website for people who love horse racing. Cards & Results | Blogs | Alerts | (Followers must be 18+) Responsible Gambling: https://t.co/BsOADKQx4N",https://t.co/ZXtJs9HuDv,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0
2725,W1LLH1LL,TWITTER,https://twitter.com/twenclosure/status/1434832498811289600,1434832498811289600,"As always the Jockey special has been boosted by William Hill 🔷

1️⃣ Join Hills
2️⃣ Bet £10
3️⃣ Get £40 in free bets for todays racing

Claim BELOW👇🏼
https://t.co/fFQMMc937H 

#Ad | New Customer Offer | 18+ | T&amp;C’s Apply | https://t.co/8Yo2IZv4GM https://t.co/t5irU3iBWW",TWEnclosure,TWEnclosure,"2021-09-06 10:55:00","2021-09-06 15:59:54","2021-09-07 13:01:55",0,NULL,1,"The Winners Enclosure provides you with daily news, views and recommended bets. 18+ https://t.co/0WiNwt5hky please gamble responsibly.",https://t.co/zTgT8iQRGQ,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0
2726,W1LLH1LL,TWITTER,https://twitter.com/twenclosure/status/1434847346458824705,1434847346458824705,"As always the Jockey Special has been boosted by William Hill 🔷🔷

1️⃣ Join WH
2️⃣ Bet £10
3️⃣ Get £40 in free bets for todays racing

Claim HERE👇🏼
https://t.co/fFQMMcqEwh 

#Ad | New Customer Offer | 18+ | T&amp;C’s Apply | https://t.co/8Yo2IZMG5m https://t.co/MZOUq6QaTz",TWEnclosure,TWEnclosure,"2021-09-06 11:54:00","2021-09-06 15:59:53","2021-09-07 13:01:55",0,NULL,1,"The Winners Enclosure provides you with daily news, views and recommended bets. 18+ https://t.co/0WiNwt5hky please gamble responsibly.",https://t.co/zTgT8iQRGQ,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0
2727,W1LLH1LL,TWITTER,https://twitter.com/racingtips/status/1434843571551604742,1434843571551604742,"💰 £60 BONUS TO START THE WEEK 💰

Get a HUGE £60 (£40 free bets + £20 casino bonus) when you sign up to William Hill here today! 💰

£60 FREE BETS HERE ➡️ https://t.co/5FMryrBCNC

*New Customer Offer*

🔞 T&amp;C's Apply. BeGambleAware #Ad https://t.co/YEsaQEcSB0",racingtips,racingtips,"2021-09-06 11:39:00","2021-09-06 16:00:12","2021-09-07 13:01:56",0,NULL,1,"Daily racing tips, latest racing news, results and more.

Get free racing tips sent to you by email! Followers must be 18+. https://t.co/2RyHF1JlEt",https://t.co/G4tJiobyGD,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0
2728,W1LLH1LL,TWITTER,https://twitter.com/racingtips/status/1434888366810488832,1434888366810488832,"💰 £60 BONUS TO START THE WEEK 💰

Get a HUGE £60 (£40 free bets + £20 casino bonus) when you sign up to William Hill here today! 💰

£60 FREE BETS HERE ➡️ https://t.co/5FMryrk1p2

*New Customer Offer*

🔞 T&amp;C's Apply. BeGambleAware #Ad https://t.co/vJRQR6GYF1",racingtips,racingtips,"2021-09-06 14:37:00","2021-09-06 16:00:17","2021-09-07 13:01:56",0,NULL,1,"Daily racing tips, latest racing news, results and more.

Get free racing tips sent to you by email! Followers must be 18+. https://t.co/2RyHF1JlEt",https://t.co/G4tJiobyGD,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0
